ItemID,Year,Quantity,VehID
515129,2009,111200,2009FordRanger-515129-2009
515136,2009,181332,2009DodgeGrand Caravan-515136-2009
515136,2009,29362,2009VolkswagenRoutan-515136-2009
512249,2009,40474,2009CadillacSRX-512249-2009
512249,2009,12074,2009CadillacSTS-512249-2009
512263,2009,14884,2009HondaElement-512263-2009
512294,2009,111824,2009ToyotaTacoma-512294-2009
512295,2009,111824,2009ToyotaTacoma-512295-2009
512540,2009,4056,2009JaguarXK-512540-2009
512557,2009,74140,2009AudiA4-512557-2009
513186,2009,12074,2009CadillacSTS-513186-2009
513199,2009,55636,2009BuickLaCrosse-513199-2009
513199,2009,62584,2009BuickLucerne-513199-2009
513199,2009,34660,2009CadillacDTS-513199-2009
513199,2009,331130,2009ChevroletImpala-513199-2009
513227,2009,13572,2009AudiA6-513227-2009
513227,2009,1398,2009AudiR8-513227-2009
513256,2009,160686,2009HyundaiSanta Fe-513256-2009
513256,2009,20420,2009HyundaiVeracruz-513256-2009
513290,2009,15130,2009SuzukiGrand Vitara-513290-2009
513291,2009,1574,2009CadillacXLR-513291-2009
513291,2009,27868,2009ChevroletCorvette-513291-2009
513294,2009,407136,2009NissanAltima-513294-2009
513296,2009,106702,2009NissanMaxima-513296-2009
513297,2009,165412,2009NissanSentra-513297-2009
513299,2009,165412,2009NissanSentra-513299-2009
513300,2009,40234,2009MitsubishiLancer-513300-2009
513301,2009,74140,2009AudiA4-513301-2009
513301,2009,27580,2009AudiQ5-513301-2009
513302,2009,93222,2009SubaruImpreza-513302-2009
513303,2009,155562,2009SubaruForester-513303-2009
513303,2009,93222,2009SubaruImpreza-513303-2009
513305,2009,54142,2009BMWX5-513305-2009
513305,2009,9574,2009BMWX6-513305-2009
513306,2009,203568,2009NissanAltima-513306-2009
513306,2009,52546,2009NissanMurano-513306-2009
513307,2009,203568,2009NissanAltima-513307-2009
513307,2009,52546,2009NissanMurano-513307-2009
513308,2009,165812,2009NissanVersa-513308-2009
513309,2009,90450,2009MiniCooper-513309-2009
513310,2009,16874,2009NissanQuest-513310-2009
513327,2009,4056,2009JaguarXK-513327-2009
513334,2009,17002,2009InfinitiM45-513334-2009
513334,2009,26234,2009Nissan370Z-513334-2009
513335,2009,17002,2009InfinitiM45-513335-2009
513338,2009,105092,2009NissanMurano-513338-2009
513341,2009,4434,2009MazdaRX-8-513341-2009
513344,2009,42942,2009NissanCube-513344-2009
513345,2009,4434,2009MazdaRX-8-513345-2009
513350,2009,15834,2009MazdaMX-5 Miata-513350-2009
513356,2009,3068,2009NissanGT-R-513356-2009
513371,2009,14890,2009JaguarXF-513371-2009
513373,2009,165812,2009NissanVersa-513373-2009
515040,2009,39350,2009Toyota4Runner-515040-2009
515040,2009,23882,2009ToyotaFJ Cruiser-515040-2009
515040,2009,223648,2009ToyotaTacoma-515040-2009
515051,2009,111200,2009FordRanger-515051-2009
515103,2009,32774,2009ToyotaSequoia-515103-2009
515103,2009,158770,2009ToyotaTundra-515103-2009
515163,2009,34660,2009CadillacDTS-515163-2009
518510,2009,320866,2009FordFocus-518510-2009
518515,2009,346088,2009FordEscape-518515-2009
518515,2009,11050,2009MazdaTribute-518515-2009
518515,2009,57376,2009MercuryMariner-518515-2009
541003,2009,36682,2009NissanPathfinder-541003-2009
541004,2009,12880,2009InfinitiQX56-541004-2009
541004,2009,19806,2009NissanArmada-541004-2009
541008,2009,63310,2009FordExpedition-541008-2009
541008,2009,16114,2009LincolnNavigator-541008-2009
541011,2009,54830,2009NissanFrontier-541011-2009
541011,2009,32910,2009NissanXterra-541011-2009
541011,2009,4442,2009SuzukiEquator-541011-2009
590335,2009,177096,2009FordEdge-590335-2009
590498,2009,593748,2009ToyotaCorolla-590498-2009
930569,2009,713648,2009ToyotaCamry-930569-2009
930596,2009,94228,2009KiaSpectra-930596-2009
950002,2009,32774,2009ToyotaSequoia-950002-2009
950002,2009,158770,2009ToyotaTundra-950002-2009
950004,2009,39350,2009Toyota4Runner-950004-2009
950004,2009,23882,2009ToyotaFJ Cruiser-950004-2009
950004,2009,223648,2009ToyotaTacoma-950004-2009
515124,2009,12880,2009InfinitiQX56-515124-2009
515124,2009,19806,2009NissanArmada-515124-2009
515124,2009,38084,2009NissanTitan-515124-2009
510003,2009,28170,2009VolkswagenBeetle-510003-2009
510010,2009,361162,2009FordFusion-510010-2009
510010,2009,44162,2009LincolnMKZ-510010-2009
510010,2009,36976,2009Mazda5-510010-2009
510010,2009,15834,2009MazdaMX-5 Miata-510010-2009
510010,2009,54626,2009MercuryMilan-510010-2009
510029,2009,346088,2009FordEscape-510029-2009
510029,2009,11050,2009MazdaTribute-510029-2009
510029,2009,57376,2009MercuryMariner-510029-2009
510034,2009,240056,2009HyundaiSonata-510034-2009
510034,2009,75054,2009KiaOptima-510034-2009
510034,2009,28412,2009KiaRondo-510034-2009
510034,2009,85018,2009KiaSportage-510034-2009
510050,2009,1590,2009HondaS2000-510050-2009
510055,2009,134172,2009HyundaiAccent-510055-2009
510055,2009,69332,2009KiaRio-510055-2009
510056,2009,320866,2009FordFocus-510056-2009
510058,2009,35882,2009ChryslerPT Cruiser-510058-2009
510063,2009,177096,2009FordEdge-510063-2009
510063,2009,41166,2009MazdaCX-7-510063-2009
510063,2009,42264,2009MazdaCX-9-510063-2009
510063,2009,67684,2009PontiacVibe-510063-2009
510063,2009,53870,2009ToyotaAvalon-510063-2009
510063,2009,713648,2009ToyotaCamry-510063-2009
510063,2009,168128,2009ToyotaSienna-510063-2009
510063,2009,108820,2009ToyotaVenza-510063-2009
510070,2009,67684,2009PontiacVibe-510070-2009
510070,2009,35996,2009SciontC-510070-2009
510070,2009,593748,2009ToyotaCorolla-510070-2009
510072,2009,346088,2009FordEscape-510072-2009
510072,2009,11050,2009MazdaTribute-510072-2009
510072,2009,57376,2009MercuryMariner-510072-2009
510073,2009,14890,2009JaguarXF-510073-2009
510073,2009,4056,2009JaguarXK-510073-2009
510074,2009,29768,2009HondaElement-510074-2009
510078,2009,94228,2009KiaSpectra-510078-2009
510080,2009,12094,2009BMWX3-510080-2009
510081,2009,12094,2009BMWX3-510081-2009
510082,2009,14598,2009AudiQ7-510082-2009
510082,2009,15470,2009PorscheCayenne-510082-2009
510082,2009,8784,2009VolkswagenTouareg-510082-2009
510084,2009,7616,2009HyundaiAzera-510084-2009
510084,2009,7408,2009KiaAmanti-510084-2009
510088,2009,32928,2009HondaRidgeline-510088-2009
510089,2009,519444,2009HondaCivic-510089-2009
510090,2009,72196,2009DodgeCaliber-510090-2009
510090,2009,23478,2009JeepCompass-510090-2009
510090,2009,62864,2009JeepPatriot-510090-2009
510090,2009,40234,2009MitsubishiLancer-510090-2009
510090,2009,20566,2009MitsubishiOutlander-510090-2009
510092,2009,20306,2009AcuraRDX-510092-2009
510092,2009,382428,2009HondaCR-V-510092-2009
510093,2009,206538,2009HyundaiElantra-510093-2009
510094,2009,28998,2009ScionxD-510094-2009
510094,2009,127486,2009ToyotaYaris-510094-2009
510095,2009,67240,2009AcuraTL-510095-2009
510095,2009,57300,2009AcuraTSX-510095-2009
510095,2009,580112,2009HondaAccord-510095-2009
510096,2009,192752,2009Mazda3-510096-2009
510096,2009,36976,2009Mazda5-510096-2009
510098,2009,29768,2009HondaElement-510098-2009
510102,2009,69732,2009Mazda6-510102-2009
511033,2009,32928,2009HondaRidgeline-511033-2009
511039,2009,4434,2009MazdaRX-8-511039-2009
511040,2009,46314,2009PontiacG8-511040-2009
513067,2009,33746,2009CadillacEscalade-513067-2009
513067,2009,4846,2009CadillacEscalade EXT-513067-2009
513067,2009,64826,2009ChevroletColorado-513067-2009
513067,2009,455823,2009ChevroletSilverado 1500-513067-2009
513067,2009,146508,2009ChevroletTahoe-513067-2009
513067,2009,17658,2009ChevroletTrailblazer-513067-2009
513067,2009,20214,2009GMCCanyon-513067-2009
513067,2009,9714,2009GMCEnvoy-513067-2009
513067,2009,161052,2009GMCSierra 1500-513067-2009
513067,2009,58822,2009GMCYukon-513067-2009
513067,2009,15066,2009HummerH3-513067-2009
513067,2009,4436,2009Saab9-7x-513067-2009
513067,2009,32864,2009ChevroletAvalanche-513067-2009
513106,2009,7046,2009BMWZ4-513106-2009
513106,2009,13678,2009Porsche911-513106-2009
516009,2009,48920,2009KiaSorento-516009-2009
516012,2009,12446,2009PontiacG3 Wave-516012-2009
516014,2009,320866,2009FordFocus-516014-2009
516015,2009,34660,2009CadillacDTS-516015-2009
517013,2009,223648,2009ToyotaTacoma-517013-2009
B35,2009,12446,2009PontiacG3 Wave-B35-2009
WB000005,2009,127486,2009ToyotaYaris-WB000005-2009
510086,2009,200266,2009HondaOdyssey-510086-2009
510100,2009,166236,2009ToyotaHighlander-510100-2009
510101,2009,41426,2009SuzukiSX4-510101-2009
510104,2009,134630,2009HondaFit-510104-2009
511046,2009,13678,2009Porsche911-511046-2009
516008,2009,104380,2009FordExplorer-516008-2009
516008,2009,10338,2009MercuryMountaineer-516008-2009
930000,2009,200266,2009HondaOdyssey-930000-2009
930002,2009,346088,2009FordEscape-930002-2009
930002,2009,11050,2009MazdaTribute-930002-2009
930002,2009,57376,2009MercuryMariner-930002-2009
930003,2009,192752,2009Mazda3-930003-2009
930003,2009,36976,2009Mazda5-930003-2009
930004,2009,69732,2009Mazda6-930004-2009
930005,2009,40234,2009MitsubishiLancer-930005-2009
930005,2009,20566,2009MitsubishiOutlander-930005-2009
930006,2009,57300,2009AcuraTSX-930006-2009
930006,2009,580112,2009HondaAccord-930006-2009
930009,2009,1590,2009HondaS2000-930009-2009
930010,2009,206538,2009HyundaiElantra-930010-2009
930015,2009,361162,2009FordFusion-930015-2009
930015,2009,44162,2009LincolnMKZ-930015-2009
930015,2009,54626,2009MercuryMilan-930015-2009
930026,2009,20306,2009AcuraRDX-930026-2009
930026,2009,382428,2009HondaCR-V-930026-2009
930029,2009,104380,2009FordExplorer-930029-2009
930029,2009,10338,2009MercuryMountaineer-930029-2009
930107,2009,223648,2009ToyotaTacoma-930107-2009
930108,2009,346088,2009FordEscape-930108-2009
930108,2009,57376,2009MercuryMariner-930108-2009
930300,2009,35882,2009ChryslerPT Cruiser-930300-2009
930400,2009,53870,2009ToyotaAvalon-930400-2009
930400,2009,713648,2009ToyotaCamry-930400-2009
930400,2009,166236,2009ToyotaHighlander-930400-2009
930400,2009,168128,2009ToyotaSienna-930400-2009
930400,2009,108820,2009ToyotaVenza-930400-2009
930401,2009,713648,2009ToyotaCamry-930401-2009
930401,2009,166236,2009ToyotaHighlander-930401-2009
930403,2009,39350,2009Toyota4Runner-930403-2009
930403,2009,23882,2009ToyotaFJ Cruiser-930403-2009
930410,2009,35996,2009SciontC-930410-2009
930413,2009,127486,2009ToyotaYaris-930413-2009
930450,2009,29768,2009HondaElement-930450-2009
930455,2009,519444,2009HondaCivic-930455-2009
930455,2009,29768,2009HondaElement-930455-2009
930456,2009,134630,2009HondaFit-930456-2009
930463,2009,29768,2009HondaElement-930463-2009
930465,2009,1590,2009HondaS2000-930465-2009
930551,2009,69732,2009Mazda6-930551-2009
930554,2009,41166,2009MazdaCX-7-930554-2009
930555,2009,42264,2009MazdaCX-9-930555-2009
930603,2009,240056,2009HyundaiSonata-930603-2009
930603,2009,75054,2009KiaOptima-930603-2009
930603,2009,28412,2009KiaRondo-930603-2009
930604,2009,134172,2009HyundaiAccent-930604-2009
930604,2009,69332,2009KiaRio-930604-2009
930605,2009,7616,2009HyundaiAzera-930605-2009
930605,2009,240056,2009HyundaiSonata-930605-2009
930605,2009,7408,2009KiaAmanti-930605-2009
930627,2009,519444,2009HondaCivic-930627-2009
930953,2009,94228,2009KiaSpectra-930953-2009
512012K,2009,28170,2009VolkswagenBeetle-512012K-2009
512223HD,2009,12074,2009CadillacSTS-512223HD-2009
930177K,2009,361162,2009FordFusion-930177K-2009
930177K,2009,44162,2009LincolnMKZ-930177K-2009
930177K,2009,54626,2009MercuryMilan-930177K-2009
930259K,2009,104380,2009FordExplorer-930259K-2009
930259K,2009,10338,2009MercuryMountaineer-930259K-2009
930263K,2009,320866,2009FordFocus-930263K-2009
930286K,2009,346088,2009FordEscape-930286K-2009
930286K,2009,11050,2009MazdaTribute-930286K-2009
930286K,2009,57376,2009MercuryMariner-930286K-2009
930541K,2009,35882,2009ChryslerPT Cruiser-930541K-2009
930554K,2009,7616,2009HyundaiAzera-930554K-2009
930554K,2009,7408,2009KiaAmanti-930554K-2009
930558K,2009,72196,2009DodgeCaliber-930558K-2009
930558K,2009,23478,2009JeepCompass-930558K-2009
930558K,2009,62864,2009JeepPatriot-930558K-2009
930567K,2009,346088,2009FordEscape-930567K-2009
930567K,2009,57376,2009MercuryMariner-930567K-2009
930568K,2009,53870,2009ToyotaAvalon-930568K-2009
930568K,2009,713648,2009ToyotaCamry-930568K-2009
930569K,2009,713648,2009ToyotaCamry-930569K-2009
930570K,2009,192752,2009Mazda3-930570K-2009
930570K,2009,36976,2009Mazda5-930570K-2009
930575K,2009,519444,2009HondaCivic-930575K-2009
930575K,2009,29768,2009HondaElement-930575K-2009
930580K,2009,29768,2009HondaElement-930580K-2009
930582K,2009,200266,2009HondaOdyssey-930582K-2009
930583K,2009,20306,2009AcuraRDX-930583K-2009
930583K,2009,382428,2009HondaCR-V-930583K-2009
930592K,2009,134172,2009HyundaiAccent-930592K-2009
930598K,2009,593748,2009ToyotaCorolla-930598K-2009
930676K,2009,177096,2009FordEdge-930676K-2009
930912K,2009,67684,2009PontiacVibe-930912K-2009
930545K,2009,166236,2009ToyotaHighlander-930545K-2009
930556K,2009,166236,2009ToyotaHighlander-930556K-2009
930566K,2009,240056,2009HyundaiSonata-930566K-2009
930581K,2009,134630,2009HondaFit-930581K-2009
513125K,2009,7046,2009BMWZ4-513125K-2009
513169,2009,14890,2009JaguarXF-513169-2009
513179HD,2009,55636,2009BuickLaCrosse-513179HD-2009
513179HD,2009,62584,2009BuickLucerne-513179HD-2009
513179HD,2009,34660,2009CadillacDTS-513179HD-2009
513179HD,2009,331130,2009ChevroletImpala-513179HD-2009
513198HD,2009,40474,2009CadillacSRX-513198HD-2009
513214HD,2009,208728,2009ChevroletCobalt-513214HD-2009
513214HD,2009,141684,2009ChevroletHHR-513214HD-2009
513214HD,2009,323148,2009ChevroletMalibu-513214HD-2009
513214HD,2009,174342,2009PontiacG6-513214HD-2009
513214HD,2009,42790,2009SaturnAura-513214HD-2009
513253K,2009,7748,2009AudiA3-513253K-2009
513253K,2009,3870,2009AudiTT-513253K-2009
513253K,2009,47744,2009VolkswagenCC-513253K-2009
513253K,2009,14408,2009VolkswagenEos-513253K-2009
513253K,2009,216854,2009VolkswagenJetta-513253K-2009
513253K,2009,22274,2009VolkswagenPassat-513253K-2009
513253K,2009,27806,2009VolkswagenTiguan-513253K-2009
513278F,2009,43778,2009HyundaiGenesis-513278F-2009
513199HD,2009,55636,2009BuickLaCrosse-513199HD-2009
513199HD,2009,62584,2009BuickLucerne-513199HD-2009
513199HD,2009,34660,2009CadillacDTS-513199HD-2009
513199HD,2009,331130,2009ChevroletImpala-513199HD-2009
513227K,2009,13572,2009AudiA6-513227K-2009
513227K,2009,1398,2009AudiR8-513227K-2009
515094A,2009,63310,2009FordExpedition-515094A-2009
515094A,2009,16114,2009LincolnNavigator-515094A-2009
515095A,2009,63310,2009FordExpedition-515095A-2009
515095A,2009,16114,2009LincolnNavigator-515095A-2009
518517,2009,177096,2009FordEdge-518517-2009
521001,2009,104380,2009FordExplorer-521001-2009
521001,2009,10338,2009MercuryMountaineer-521001-2009
950006,2009,32774,2009ToyotaSequoia-950006-2009
950006,2009,158770,2009ToyotaTundra-950006-2009
4110446,2009,39350,2009Toyota4Runner-4110446-2009
4110446,2009,23882,2009ToyotaFJ Cruiser-4110446-2009
4110446,2009,223648,2009ToyotaTacoma-4110446-2009
4110447,2009,4522,2009ToyotaLand Cruiser-4110447-2009
4110447,2009,32774,2009ToyotaSequoia-4110447-2009
4110447,2009,158770,2009ToyotaTundra-4110447-2009
930861,2009,29190,2009SmartFortwo-930861-2009
590504,2009,134172,2009HyundaiAccent-590504-2009
590504,2009,69332,2009KiaRio-590504-2009
512394K,2009,40234,2009MitsubishiLancer-512394K-2009
590125,2009,17002,2009InfinitiM45-590125-2009
541008A,2009,63310,2009FordExpedition-541008A-2009
541008A,2009,16114,2009LincolnNavigator-541008A-2009
513308ABS,2009,165812,2009NissanVersa-513308ABS-2009
590324,2009,43778,2009HyundaiGenesis-590324-2009
950001,2009,39350,2009Toyota4Runner-950001-2009
950001,2009,23882,2009ToyotaFJ Cruiser-950001-2009
950001,2009,223648,2009ToyotaTacoma-950001-2009
512201,2009,16874,2009NissanQuest-512201-2009
512314,2009,62584,2009BuickLucerne-512314-2009
512314,2009,34660,2009CadillacDTS-512314-2009
512379,2009,17002,2009InfinitiM45-512379-2009
512379,2009,26234,2009Nissan370Z-512379-2009
512351,2009,79385,2009ToyotaTundra-512351-2009
512352,2009,79385,2009ToyotaTundra-512352-2009
590534,2009,177096,2009FordEdge-590534-2009
512228,2009,19675,2009Toyota4Runner-512228-2009
512228,2009,11941,2009ToyotaFJ Cruiser-512228-2009
512227,2009,19675,2009Toyota4Runner-512227-2009
512227,2009,11941,2009ToyotaFJ Cruiser-512227-2009
541007,2009,6870,2009HyundaiEntourage-541007-2009
541007,2009,54796,2009KiaSedona-541007-2009
590096,2009,4434,2009MazdaRX-8-590096-2009
590360,2009,4434,2009MazdaRX-8-590360-2009
530708,2009,40234,2009MitsubishiLancer-530708-2009
530711,2009,20566,2009MitsubishiOutlander-530711-2009
530713,2009,17002,2009InfinitiM45-530713-2009
530746,2009,20566,2009MitsubishiOutlander-530746-2009
512346,2009,7638,2009Nissan350Z-512346-2009
590362,2009,53826,2009DodgeJourney-590362-2009
590312,2009,21514,2009VolvoXC90-590312-2009
590361,2009,53826,2009DodgeJourney-590361-2009
590533,2009,361162,2009FordFusion-590533-2009
590533,2009,44162,2009LincolnMKZ-590533-2009
590533,2009,54626,2009MercuryMilan-590533-2009
590247,2009,20566,2009MitsubishiOutlander-590247-2009
590205,2009,15834,2009MazdaMX-5 Miata-590205-2009
512400,2009,32774,2009ToyotaSequoia-512400-2009
590432,2009,200266,2009HondaOdyssey-590432-2009
590380,2009,42942,2009NissanCube-590380-2009
512397,2009,2261,2009ToyotaLand Cruiser-512397-2009
512396,2009,2261,2009ToyotaLand Cruiser-512396-2009
512262,2009,14884,2009HondaElement-512262-2009
510039,2009,59536,2009HondaElement-510039-2009
510039,2009,3180,2009HondaS2000-510039-2009
510105,2009,13678,2009Porsche911-510105-2009
511026,2009,12094,2009BMWX3-511026-2009
512290,2009,54142,2009BMWX5-512290-2009
512290,2009,9574,2009BMWX6-512290-2009
930861K,2009,29190,2009SmartFortwo-930861K-2009
930406,2009,35996,2009SciontC-930406-2009
930406,2009,593748,2009ToyotaCorolla-930406-2009
930800,2009,56340,2009VolkswagenBeetle-930800-2009
930800,2009,433708,2009VolkswagenJetta-930800-2009
500032,2009,13572,2009AudiA6-500032-2009
500032,2009,1398,2009AudiR8-500032-2009
510113,2009,13678,2009Porsche911-510113-2009
A66,2009,38084,2009NissanTitan-A66-2009
590376,2009,17002,2009InfinitiM45-590376-2009
590376,2009,26234,2009Nissan370Z-590376-2009
590507,2009,94228,2009KiaSpectra-590507-2009
512445,2009,177096,2009FordEdge-512445-2009
930550,2009,21514,2009VolvoXC90-930550-2009
590326,2009,43778,2009HyundaiGenesis-590326-2009
6410,2009,11992,2009ChryslerAspen-6410-2009
6410,2009,7042,2009DodgeDurango-6410-2009
6410,2009,34886,2009DodgeNitro-6410-2009
6410,2009,87006,2009JeepLiberty-6410-2009
512273K,2009,21514,2009VolvoXC90-512273K-2009
512417F,2009,43778,2009HyundaiGenesis-512417F-2009
512473K,2009,29190,2009SmartFortwo-512473K-2009
930980,2009,39350,2009Toyota4Runner-930980-2009
930980,2009,23882,2009ToyotaFJ Cruiser-930980-2009
930980,2009,223648,2009ToyotaTacoma-930980-2009
288-36428,2009,39350,2009Toyota4Runner-288-36428-2009
288-36428,2009,223648,2009ToyotaTacoma-288-36428-2009
288-57176,2009,223648,2009ToyotaTacoma-288-57176-2009
513438,2009,54142,2009BMWX5-513438-2009
513438,2009,9574,2009BMWX6-513438-2009
288-18934,2009,20713,2009SuzukiSX4-288-18934-2009
288-46139,2009,20713,2009SuzukiSX4-288-46139-2009
590249,2009,20566,2009MitsubishiOutlander-590249-2009
81001,2009,220,2009Mercedes-BenzSLR McLaren-81001-2009
590229,2009,62356,2009AcuraMDX-590229-2009
590229,2009,167802,2009HondaPilot-590229-2009
590228,2009,62356,2009AcuraMDX-590228-2009
515174,2009,33746,2009CadillacEscalade-515174-2009
515174,2009,32864,2009ChevroletAvalanche-515174-2009
515174,2009,455823,2009ChevroletSilverado 1500-515174-2009
515174,2009,146508,2009ChevroletTahoe-515174-2009
515174,2009,161052,2009GMCSierra 1500-515174-2009
515174,2009,58822,2009GMCYukon-515174-2009
227-85573,2009,12446,2009PontiacG3 Wave-227-85573-2009
510029A,2009,346088,2009FordEscape-510029A-2009
510029A,2009,11050,2009MazdaTribute-510029A-2009
510029A,2009,57376,2009MercuryMariner-510029A-2009
510082K,2009,14598,2009AudiQ7-510082K-2009
510082K,2009,15470,2009PorscheCayenne-510082K-2009
510082K,2009,8784,2009VolkswagenTouareg-510082K-2009
512437F,2009,28412,2009KiaRondo-512437F-2009
513058,2009,21060,2009KiaBorrego-513058-2009
513058,2009,48920,2009KiaSorento-513058-2009
513058,2009,85018,2009KiaSportage-513058-2009
590462,2009,21514,2009VolvoXC90-590462-2009
WB000004,2009,28998,2009ScionxD-WB000004-2009
WB000004,2009,127486,2009ToyotaYaris-WB000004-2009
686-200,2009,14085,2009VolkswagenBeetle-686-200-2009
686-201,2009,14085,2009VolkswagenBeetle-686-201-2009
698-414,2009,20583,2009MazdaCX-7-698-414-2009
698-414,2009,21132,2009MazdaCX-9-698-414-2009
698-415,2009,20583,2009MazdaCX-7-698-415-2009
698-415,2009,21132,2009MazdaCX-9-698-415-2009
698-429,2009,84064,2009ToyotaSienna-698-429-2009
698-430,2009,84064,2009ToyotaSienna-698-430-2009
698-433,2009,83118,2009ToyotaHighlander-698-433-2009
698-434,2009,83118,2009ToyotaHighlander-698-434-2009
698-435,2009,83118,2009ToyotaHighlander-698-435-2009
698-438,2009,83118,2009ToyotaHighlander-698-438-2009
698-482,2009,36098,2009DodgeCaliber-698-482-2009
698-483,2009,36098,2009DodgeCaliber-698-483-2009
513353,2009,13572,2009AudiA6-513353-2009
513353,2009,3016,2009AudiA8-513353-2009
513353,2009,1398,2009AudiR8-513353-2009
513411,2009,14890,2009JaguarXF-513411-2009
512637,2009,165412,2009NissanSentra-512637-2009
515201,2009,39350,2009Toyota4Runner-515201-2009
515201,2009,23882,2009ToyotaFJ Cruiser-515201-2009
515201,2009,223648,2009ToyotaTacoma-515201-2009
515202,2009,32774,2009ToyotaSequoia-515202-2009
515202,2009,158770,2009ToyotaTundra-515202-2009
515203,2009,39350,2009Toyota4Runner-515203-2009
515203,2009,23882,2009ToyotaFJ Cruiser-515203-2009
515203,2009,223648,2009ToyotaTacoma-515203-2009
515204,2009,4522,2009ToyotaLand Cruiser-515204-2009
515204,2009,32774,2009ToyotaSequoia-515204-2009
515204,2009,158770,2009ToyotaTundra-515204-2009
931022,2009,12094,2009BMWX3-931022-2009
931000,2009,7046,2009BMWZ4-931000-2009
7L0501655B,2009,14598,2009AudiQ7-7L0501655B-2009
7L0501655B,2009,8784,2009VolkswagenTouareg-7L0501655B-2009
4350204112,2009,223648,2009ToyotaTacoma-4350204112-2009
930999,2009,12094,2009BMWX3-930999-2009
931048,2009,54142,2009BMWX5-931048-2009
4350204140,2009,223648,2009ToyotaTacoma-4350204140-2009
435020C021,2009,32774,2009ToyotaSequoia-435020C021-2009
435020C021,2009,158770,2009ToyotaTundra-435020C021-2009
435020C031,2009,32774,2009ToyotaSequoia-435020C031-2009
435020C031,2009,158770,2009ToyotaTundra-435020C031-2009
590418,2009,3068,2009NissanGT-R-590418-2009
590550,2009,40234,2009MitsubishiLancer-590550-2009
590550,2009,20566,2009MitsubishiOutlander-590550-2009
590564,2009,154444,2009NissanRogue-590564-2009
515117,2009,595620,2009FordF-150-515117-2009
515118,2009,595620,2009FordF-150-515118-2009
515119,2009,595620,2009FordF-150-515119-2009
515083,2009,13075,2009FordF-450-515083-2009
515083,2009,5085,2009FordF-550-515083-2009
515115,2009,13075,2009FordF-450-515115-2009
515115,2009,5085,2009FordF-550-515115-2009
930990,2009,48920,2009KiaSorento-930990-2009
HUB133,2009,346088,2009FordEscape-HUB133-2009
HUB133,2009,57376,2009MercuryMariner-HUB133-2009
BF930990,2009,48920,2009KiaSorento-BF930990-2009
4350235220,2009,39350,2009Toyota4Runner-4350235220-2009
4350235220,2009,23882,2009ToyotaFJ Cruiser-4350235220-2009
33416776205,2009,54142,2009BMWX5-33416776205-2009
33416776205,2009,9574,2009BMWX6-33416776205-2009
513281,2009,77634,2009CadillacCTS-513281-2009
HA590284,2009,12880,2009InfinitiQX56-HA590284-2009
HA590284,2009,19806,2009NissanArmada-HA590284-2009
HA590284,2009,38084,2009NissanTitan-HA590284-2009
513425,2009,21514,2009VolvoXC90-513425-2009
590284,2009,12880,2009InfinitiQX56-590284-2009
590284,2009,19806,2009NissanArmada-590284-2009
590284,2009,38084,2009NissanTitan-590284-2009
512003,2010,40716,2010BuickLucerne-512003-2010
512003,2010,23178,2010CadillacDTS-512003-2010
512150,2010,342868,2010ChevroletImpala-512150-2010
512206,2010,28925,2010ToyotaAvalon-512206-2010
512206,2010,306510,2010ToyotaCamry-512206-2010
512207,2010,28925,2010ToyotaAvalon-512207-2010
512207,2010,306510,2010ToyotaCamry-512207-2010
512256,2010,442470,2010HondaCivic-512256-2010
512257,2010,442470,2010HondaCivic-512257-2010
512265,2010,169180,2010KiaOptima-512265-2010
512267,2010,94926,2010KiaSportage-512267-2010
512271,2010,496134,2010FordFusion-512271-2010
512271,2010,55058,2010LincolnMKZ-512271-2010
512273,2010,21218,2010VolvoXC90-512273-2010
512274,2010,8910,2010MitsubishiEclipse-512274-2010
512274,2010,31262,2010MitsubishiGalant-512274-2010
512280,2010,222858,2010ToyotaSienna-512280-2010
512281,2010,222858,2010ToyotaSienna-512281-2010
512284,2010,202504,2010ToyotaHighlander-512284-2010
512284,2010,77808,2010ToyotaVenza-512284-2010
512285,2010,1712,2010ChevroletCobalt-512285-2010
512285,2010,74024,2010ChevroletHHR-512285-2010
512285,2010,409616,2010ChevroletMalibu-512285-2010
512289,2010,19316,2010MitsubishiEndeavor-512289-2010
512291,2010,19316,2010MitsubishiEndeavor-512291-2010
512223,2010,6676,2010CadillacSTS-512223-2010
512237,2010,342868,2010ChevroletImpala-512237-2010
512243,2010,6676,2010CadillacSTS-512243-2010
512244,2010,342868,2010ChevroletImpala-512244-2010
512246,2010,6676,2010CadillacSTS-512246-2010
512247,2010,1712,2010ChevroletCobalt-512247-2010
512248,2010,1712,2010ChevroletCobalt-512248-2010
512250,2010,1712,2010ChevroletCobalt-512250-2010
512250,2010,74024,2010ChevroletHHR-512250-2010
512302,2010,255488,2010JeepGrand Cherokee-512302-2010
512307,2010,7640,2010Saab45538-512307-2010
512319,2010,59004,2010VolkswagenCC-512319-2010
512319,2010,15066,2010VolkswagenEos-512319-2010
512319,2010,69412,2010VolkswagenGolf-512319-2010
512319,2010,354716,2010VolkswagenJetta-512319-2010
512319,2010,45670,2010VolkswagenPassat-512319-2010
512319,2010,51980,2010VolkswagenTiguan-512319-2010
512320,2010,214136,2010HondaOdyssey-512320-2010
512321,2010,2192,2010AcuraRL-512321-2010
512321,2010,62474,2010AcuraTL-512321-2010
